vive_padre,vive_madre,n_personas,n_habitaciones,cercania_juegos,cercania_servicios,edad_primer_parto,area,educm,educp
0,1,4,2,1,1,24,1,2,0
1,1,5,4,1,1,19,1,18,18
1,0,5,2,1,1,18,0,5,9
1,1,4,2,1,1,19,1,9,13
1,1,4,4,1,1,17,1,5,13
0,1,3,2,1,2,35,0,13,0
0,1,5,2,1,1,19,1,13,13
0,1,5,2,1,1,14,1,13,0
1,1,4,4,1,1,26,1,14,17
1,1,5,3,1,1,34,1,15,17
0,1,6,4,1,1,17,1,13,13
1,1,5,2,1,1,18,0,15,13
1,1,4,2,1,1,25,1,13,13
0,1,4,4,1,1,19,1,17,13
0,1,4,4,1,1,35,1,17,17
1,1,3,1,1,1,31,1,16,13
1,0,5,3,1,1,16,1,14,0
1,1,3,3,1,1,29,1,19,16
0,1,3,2,1,1,20,1,9,9
1,1,5,4,1,1,26,1,13,15
0,1,3,2,1,1,24,1,18,18
0,1,5,3,1,1,21,1,17,15
0,1,9,6,1,1,23,1,13,9
1,1,5,3,1,1,27,1,18,18
1,1,6,4,1,1,20,1,16,17
1,1,5,3,1,1,27,1,13,13
1,1,5,2,1,2,24,1,11,11
1,1,5,3,1,1,25,1,17,18
1,1,4,3,2,1,20,1,14,16
1,1,7,4,2,1,21,1,13,0
0,1,3,2,2,1,25,1,18,0
0,1,5,3,1,1,17,1,14,14
0,1,3,2,1,1,22,1,20,20
1,1,6,3,2,1,19,1,4,6
1,0,3,3,1,1,40,1,20,20
1,1,4,1,1,1,24,0,9,11
0,1,4,3,1,1,21,1,13,13
1,1,6,1,1,1,29,1,13,9
0,1,4,3,1,1,20,1,13,13
1,1,5,4,1,1,19,1,18,18
0,1,3,3,2,2,,1,13,0
1,1,6,5,1,1,16,1,13,13
0,1,4,2,2,2,21,1,18,0
0,1,4,1,1,1,17,1,14,11
0,0,6,2,1,1,16,1,13,9
0,1,2,2,1,1,18,1,11,0
0,1,6,5,1,1,16,1,16,13
0,1,4,3,1,1,22,1,15,15
0,1,4,4,1,2,24,1,13,13
1,1,5,1,2,1,23,1,15,13
1,1,7,3,1,1,23,1,16,15
0,1,6,4,1,1,21,1,15,16
1,1,4,1,1,1,16,1,6,8
1,1,4,2,1,1,27,1,17,17
0,1,5,3,1,1,16,1,12,0
1,1,5,4,1,1,18,1,15,17
1,1,4,,1,1,19,0,8,5
1,1,3,2,2,1,25,1,15,13
1,1,4,2,1,1,28,1,13,13
0,1,5,3,1,1,21,1,16,16
1,1,4,2,1,1,33,1,18,20
1,1,4,2,1,1,34,1,13,13
0,1,7,4,1,1,18,1,15,14
1,1,5,2,1,1,16,1,9,11
1,1,5,3,1,1,19,1,13,13
1,1,5,4,1,1,24,1,18,18
1,1,4,3,1,1,25,1,13,13
1,1,4,2,1,1,20,1,13,12
1,1,6,3,1,1,15,1,13,11
1,1,5,3,1,1,29,1,0,0
0,1,3,2,1,1,22,1,13,0
1,1,4,2,1,2,17,1,13,13
0,1,2,1,1,1,30,1,13,0
0,1,3,2,1,1,22,1,11,10
1,1,4,3,1,1,19,1,13,13
1,1,5,3,1,1,21,1,16,13
1,1,6,3,1,1,17,1,13,13
1,1,4,4,4,4,16,1,9,13
1,1,4,3,1,1,28,1,13,14
1,1,5,3,1,1,26,1,12,15
1,1,4,4,1,1,21,0,16,11
1,1,4,9,1,1,26,1,20,20
1,1,3,2,1,1,20,1,13,13
1,1,11,4,1,1,11,1,13,17
1,1,6,3,1,1,18,1,7,8
1,1,3,1,1,2,19,1,13,13
0,1,6,3,1,1,18,1,13,0
1,1,4,3,1,1,17,1,13,17
0,0,5,2,2,2,,1,0,0
1,1,3,2,1,1,25,1,13,13
1,1,4,2,1,1,25,1,13,17
1,1,4,3,1,2,21,0,13,10
0,1,3,2,1,1,22,1,20,17
0,1,3,3,1,1,21,1,15,0
0,1,4,1,1,2,23,0,13,18
1,1,6,2,1,1,20,0,10,9
0,1,4,2,2,2,20,1,14,13
1,1,5,3,1,1,31,1,12,13
1,1,4,2,1,1,25,1,13,13
1,1,6,2,1,1,27,1,13,13
0,1,4,2,2,1,19,1,13,0
1,1,4,3,1,1,20,1,0,0
0,0,6,2,1,1,18,1,13,0
1,1,4,2,1,1,36,1,15,13
0,1,3,2,1,1,18,1,13,18
0,1,2,2,1,1,29,1,11,0
0,1,3,3,1,1,23,0,13,0
0,1,4,2,2,1,26,1,13,10
0,1,6,3,2,1,17,1,17,17
1,1,5,2,1,1,18,1,13,9
0,1,3,2,1,1,20,1,11,11
0,1,4,2,2,2,18,1,13,11
1,1,4,2,1,1,21,1,16,14
1,1,4,3,2,2,19,0,13,11
1,1,3,2,1,1,28,1,17,13
1,1,5,3,1,1,19,1,13,11
0,1,5,4,2,1,17,1,15,13
1,1,4,2,1,1,23,1,13,14
1,1,5,3,2,1,28,0,13,13
1,1,4,3,1,1,26,1,13,13
1,1,5,3,2,1,16,1,11,7
1,1,3,2,2,1,33,1,18,18
0,1,3,2,1,1,18,1,11,0
1,1,4,3,1,1,22,1,13,13
1,1,4,3,1,1,25,1,13,11
0,1,4,3,1,1,33,1,13,13
0,1,6,5,1,1,20,1,18,0
1,1,6,3,1,2,23,1,11,11
1,1,4,2,1,1,20,1,13,13
1,1,5,3,1,1,16,1,13,11
0,1,5,4,1,1,17,1,13,13
0,1,2,2,2,1,43,1,15,12
1,1,6,5,1,1,25,1,13,13
1,1,5,3,1,1,25,1,18,15
1,1,5,5,1,1,18,1,13,13
1,1,4,3,2,2,17,1,9,10
1,1,5,2,1,1,21,1,9,7
0,1,5,3,1,1,25,1,16,9
1,1,6,4,1,1,33,1,18,19
0,1,4,2,1,1,24,1,13,0
1,1,4,3,1,1,26,1,13,13
1,1,5,2,1,1,22,1,13,13
0,1,3,3,1,1,34,0,9,4
1,1,4,2,1,1,23,1,13,17
1,1,4,2,1,1,24,0,13,8
1,1,4,3,1,1,22,1,15,13
1,1,4,2,2,1,18,1,7,0
0,1,5,3,1,1,21,1,15,15
1,1,3,3,1,1,19,1,10,11
0,1,4,2,1,1,22,1,18,13
1,1,5,3,2,2,20,0,9,11
1,1,5,3,2,1,26,1,13,15
0,1,3,3,1,1,28,1,15,0
1,1,4,2,1,1,25,1,16,13
1,1,4,2,1,1,21,1,7,11
1,1,7,4,2,1,22,1,13,13
0,1,4,2,1,1,18,1,13,13
1,1,3,2,1,2,17,1,3,15
1,1,3,1,2,2,24,0,13,9
1,1,4,3,2,2,15,1,18,13
1,1,5,3,2,1,29,1,20,20
1,1,5,2,1,1,18,1,10,20
0,1,4,2,1,1,21,1,13,13
0,1,4,3,1,1,,1,16,13
0,1,3,2,1,2,20,1,13,13
1,1,5,1,1,1,20,1,10,11
0,1,4,2,1,1,19,1,12,13
0,1,7,3,2,1,19,1,13,13
0,1,2,2,2,2,16,1,13,13
1,1,5,2,1,1,20,1,13,18
0,1,3,1,2,1,19,1,17,0
0,1,5,2,2,1,21,1,11,0
1,1,4,2,1,1,28,0,18,15
0,1,5,2,1,2,14,1,10,13
1,1,4,2,1,1,25,1,5,5
1,1,4,3,2,1,26,1,13,9
1,1,5,1,1,1,22,1,13,13
0,1,5,3,2,1,23,0,6,13
1,1,4,2,1,1,19,1,15,17
0,1,4,4,2,1,20,0,18,18
0,1,2,2,1,1,30,1,15,13
1,1,6,2,1,1,21,1,16,16
0,1,4,2,2,1,19,0,13,0
1,0,5,5,1,1,,1,0,11
1,1,5,2,1,2,23,1,18,13
0,1,5,6,1,1,22,1,13,13
1,1,4,2,1,1,26,1,13,13
1,1,4,3,4,4,31,1,14,0
1,1,5,3,2,1,18,1,13,13
0,1,2,2,1,1,24,1,13,20
0,1,3,2,1,2,20,1,13,13
1,1,5,2,2,1,18,1,10,13
1,1,3,2,2,1,23,0,12,11
1,1,4,3,1,1,16,1,13,10
1,1,3,2,2,2,35,0,13,13
0,1,3,3,1,1,25,1,13,13
1,1,4,3,2,1,22,1,13,13
0,1,5,2,1,1,17,1,13,0
1,1,4,3,1,1,35,1,0,0
1,1,4,2,1,1,23,1,13,13
1,1,4,2,1,1,21,1,13,13
1,1,3,2,2,1,22,0,13,13
1,1,5,3,1,1,22,1,9,13
0,1,3,2,2,2,18,1,11,11
1,1,4,2,1,1,17,1,10,7
1,1,3,2,1,1,37,1,14,13
0,1,4,2,2,1,21,0,13,0
1,1,3,2,1,1,23,1,13,13
1,1,4,4,1,1,28,1,18,18
1,1,4,3,2,2,32,1,16,16
0,1,5,2,1,1,24,0,13,13
1,0,6,3,1,1,16,1,0,9
0,1,4,2,1,1,19,1,12,9
0,1,8,3,1,1,15,1,13,0
0,1,5,2,1,1,20,1,9,9
1,1,4,3,1,1,22,1,14,13
0,1,3,3,1,1,20,1,13,13
1,1,4,2,2,2,22,1,13,13
1,1,8,6,1,1,21,1,11,11
0,1,6,3,2,2,18,1,13,9
0,1,4,2,1,1,25,1,13,13
1,1,3,2,1,1,22,1,13,11
1,1,4,3,1,1,34,1,13,15
1,1,4,2,1,1,19,1,13,13
1,1,4,2,1,1,21,1,13,13
1,1,3,1,2,1,23,1,13,13
0,1,3,2,2,2,18,1,18,17
1,1,6,4,2,2,19,0,11,10
1,1,5,3,1,1,20,1,18,18
0,1,3,3,1,1,19,1,9,9
1,1,10,4,1,1,19,1,17,14
1,1,5,4,1,1,25,1,17,13
1,1,5,4,1,1,23,1,11,11
0,1,4,2,1,2,17,1,9,9
1,1,5,3,1,1,19,1,12,13
1,1,3,2,1,1,24,1,13,13
0,1,2,2,1,1,28,1,10,8
1,1,4,3,1,1,30,0,13,13
1,1,4,2,1,1,29,1,13,13
1,1,3,2,1,1,26,1,13,13
0,1,5,4,1,1,19,1,16,16
1,1,3,3,1,1,32,1,0,18
1,1,5,2,1,2,32,1,18,15
1,1,4,1,1,1,23,1,13,13
0,0,5,3,1,1,19,0,0,0
1,1,4,4,1,1,24,1,7,13
0,1,4,3,1,1,31,1,17,17
1,1,4,3,1,1,24,1,13,13
1,1,5,3,2,2,21,1,13,11
1,1,5,3,1,2,27,1,18,13
1,1,9,3,1,1,34,1,11,13
1,1,4,3,1,1,18,1,11,10
1,1,4,2,2,1,14,0,9,13
1,1,6,5,2,2,21,0,9,9
0,1,4,3,1,2,25,1,13,0
1,1,4,3,1,1,28,1,15,18
1,1,5,3,1,1,29,1,13,13
1,1,3,2,1,1,30,1,13,13
1,1,4,4,1,2,17,1,7,13
0,1,4,3,1,1,21,1,17,0
0,1,3,2,1,1,20,1,13,13
0,1,4,3,1,1,20,1,11,0
1,1,3,2,1,1,32,1,13,13
1,1,4,2,1,1,25,1,13,13
1,1,3,1,1,1,23,1,15,13
1,1,5,2,1,1,20,1,16,13
1,1,5,3,1,2,30,1,13,13
0,1,3,3,1,1,18,1,13,13
1,1,5,2,1,1,21,1,9,11
1,1,4,2,1,1,22,1,9,9
0,1,6,5,1,1,23,1,12,13
0,1,3,2,2,1,21,1,13,13
1,1,5,2,1,1,26,1,11,12
0,1,3,2,1,1,19,1,9,0
1,1,4,2,1,1,26,1,18,18
0,1,4,2,1,1,21,1,13,13
1,1,3,2,1,1,23,1,13,13
1,1,5,3,1,1,15,1,8,13
1,1,6,3,1,1,25,1,13,13
0,1,3,2,1,1,26,1,13,13
1,1,4,3,1,1,28,1,13,13
0,1,2,2,1,1,18,1,14,13
0,1,3,3,1,1,27,1,3,0
0,1,4,3,1,1,19,1,9,13
1,1,4,4,1,1,31,1,16,19
1,1,4,3,1,1,25,1,0,0
0,1,7,4,1,1,27,1,15,13
1,1,3,2,1,1,25,1,20,20
0,1,9,5,1,1,14,1,13,0
1,1,4,2,1,1,20,1,13,13
1,1,4,3,1,1,29,1,13,12
1,1,3,2,2,1,28,1,18,13
1,1,4,3,1,1,24,1,18,13
1,1,8,3,2,2,23,1,13,9
0,1,4,3,2,1,38,1,19,19
1,1,4,2,2,1,17,1,9,13
1,1,7,4,2,2,24,0,12,13
0,1,6,3,1,1,21,1,16,18
1,1,5,3,1,1,18,1,13,20
1,1,4,3,1,1,26,1,13,19
0,1,3,3,1,1,19,0,9,0
1,1,5,3,1,1,36,1,13,13
1,1,5,2,1,2,26,1,13,13
1,1,5,2,2,1,24,1,13,13
1,1,5,3,2,2,17,1,11,9
1,1,5,4,1,1,28,1,19,13
1,1,4,2,1,1,19,0,9,13
1,1,3,2,1,1,29,1,19,13
0,1,6,3,1,1,23,1,13,10
1,1,6,2,1,1,20,1,13,13
1,1,4,3,1,1,18,1,11,13
1,1,3,2,1,1,29,1,13,15
1,1,4,3,1,1,24,1,17,0
1,1,7,5,2,1,22,1,14,18
1,1,5,2,1,1,21,1,12,13
1,1,4,2,1,1,23,1,13,13
1,1,4,3,1,1,28,0,13,13
1,1,4,3,1,1,31,1,16,13
1,1,5,2,2,2,17,0,7,6
1,1,4,2,2,1,19,1,13,10
1,1,4,3,2,1,21,1,12,16
0,1,5,3,1,1,18,1,15,0
1,1,4,3,1,1,22,1,13,18
0,1,4,2,1,1,18,1,9,13
1,1,3,2,1,1,18,1,13,12
1,1,3,2,2,1,38,1,18,17
0,0,2,2,1,1,21,1,13,0
1,1,4,4,1,1,17,1,13,13
1,1,6,3,1,1,25,1,13,13
0,1,3,2,1,1,23,1,13,0
1,1,3,2,1,2,24,1,13,13
1,1,5,3,1,1,23,1,13,13
1,1,4,2,1,1,26,1,11,10
0,1,4,4,1,1,21,1,13,13
1,1,3,2,1,1,16,1,17,11
1,1,4,2,1,1,21,1,13,13
1,1,9,2,2,2,15,1,6,13
1,1,4,2,1,1,22,0,13,13
1,1,5,3,2,2,28,1,9,13
0,1,2,1,2,2,17,0,13,13
0,1,4,3,1,1,22,1,9,9
1,1,4,2,1,1,15,1,13,13
0,1,3,3,1,1,22,1,16,13
0,1,8,2,1,1,23,1,16,13
1,1,3,2,1,1,21,1,18,13
1,1,4,2,1,1,19,1,13,7
1,1,4,2,1,1,20,1,16,18
1,1,5,4,1,1,25,1,18,20
1,1,4,4,1,1,16,1,6,11
1,1,6,3,1,1,19,1,13,13
0,1,2,2,1,1,19,1,15,0
1,1,5,4,1,1,20,1,13,13
1,1,6,5,1,2,25,1,15,13
1,1,4,2,1,1,25,1,17,17
1,1,4,2,1,1,25,1,13,13
1,1,3,2,1,1,23,1,17,13
0,1,5,3,2,1,18,0,12,13
1,1,3,2,1,1,27,0,13,13
1,1,3,3,1,1,31,1,20,20
1,1,4,2,1,1,17,0,13,13
0,1,5,4,1,1,23,1,19,16
1,1,5,3,1,1,25,1,13,6
1,1,4,3,1,1,37,1,17,17
1,1,5,4,1,1,25,1,9,9
0,1,3,2,1,1,20,1,13,0
1,1,6,3,1,1,17,1,13,17
1,1,4,4,1,1,21,1,20,20
1,1,4,2,1,1,18,1,13,13
0,1,2,1,1,1,21,1,13,0
1,1,4,2,1,1,27,1,13,0
0,1,5,3,1,1,17,1,14,15
1,1,4,3,1,2,18,0,13,11
0,1,6,3,1,1,19,1,17,15
1,1,7,3,2,1,16,0,13,13
1,1,3,2,1,1,22,1,0,16
0,1,5,3,1,1,22,1,13,15
1,1,6,2,2,1,25,1,18,13
1,1,3,1,2,2,32,1,8,4
0,1,2,2,2,1,37,1,14,14
1,1,4,1,1,1,21,1,15,15
1,1,4,2,1,1,25,1,18,18
1,1,5,3,1,1,20,1,13,13
1,1,3,2,1,1,24,0,10,10
1,1,4,2,1,1,21,1,13,12
1,1,4,3,1,1,23,1,13,13
0,1,5,4,1,1,38,1,18,17
1,1,4,2,1,1,24,1,13,16
1,0,2,1,1,1,21,1,13,13
1,1,4,1,1,4,25,1,9,9
1,1,4,2,1,2,24,1,13,13
1,1,4,2,1,1,30,1,13,13
1,1,5,3,1,1,27,1,15,17
0,1,6,3,1,1,17,1,9,12
1,1,5,2,1,1,35,1,13,13
0,1,3,1,1,1,27,1,13,0
0,1,8,4,1,1,19,1,7,6
1,1,4,2,1,1,29,1,18,18
1,1,6,4,1,1,19,1,13,13
1,1,5,4,1,1,23,1,12,11
1,1,6,1,1,1,15,1,11,9
1,1,5,3,1,1,19,1,15,17
1,1,4,2,1,1,35,1,18,18
1,1,5,2,1,1,21,1,13,13
1,1,4,2,1,1,22,1,9,9
1,1,4,3,1,1,19,1,15,20
1,1,8,6,2,2,22,1,18,16
1,1,4,3,1,2,31,1,18,13
1,1,3,3,1,1,22,1,16,18
0,1,3,3,1,1,22,1,14,13
1,1,4,2,1,1,22,1,13,9
1,1,6,2,1,2,31,1,13,13
0,1,4,2,1,1,32,1,0,0
1,1,4,3,1,1,29,1,18,19
1,1,6,5,1,1,26,1,18,0
0,1,4,2,1,2,22,1,11,10
0,1,3,2,1,1,18,1,13,0
0,1,3,3,2,2,18,1,7,7
1,1,4,3,1,1,16,1,10,12
1,1,4,2,1,1,26,1,18,18
1,1,6,2,1,1,17,1,9,9
1,1,4,3,1,1,19,1,11,11
0,1,3,1,2,1,21,1,13,0
1,1,5,3,1,1,18,1,13,13
1,1,5,2,1,1,26,1,13,13
1,1,6,3,1,1,27,0,9,6
0,1,3,3,2,1,22,1,13,13
1,1,5,3,1,1,18,1,13,9
1,1,4,2,1,1,18,1,9,4
1,1,7,5,1,1,15,1,18,9
1,1,5,3,1,1,29,1,0,19
0,1,4,2,1,1,23,1,13,0
1,1,4,2,1,1,19,0,11,11
0,1,4,3,1,1,18,1,10,8
0,1,3,2,1,2,20,1,13,0
0,0,4,2,1,1,26,0,18,0
1,1,4,3,1,1,20,1,13,13
0,1,2,2,2,2,24,1,13,0
1,1,4,2,1,1,29,1,17,17
0,1,4,3,1,1,19,1,18,20
0,1,4,2,2,1,21,1,13,0
0,1,6,3,1,1,18,1,13,10
1,1,7,4,2,1,24,1,17,13
0,1,7,5,1,1,18,1,17,13
1,1,5,4,1,1,25,1,13,16
1,1,4,3,1,1,32,1,15,18
0,1,4,3,1,1,22,1,13,13
1,1,3,2,1,1,34,1,13,13
1,1,3,3,1,1,29,1,18,18
1,1,5,3,1,1,19,1,13,13
1,1,5,2,1,1,18,1,3,0
0,1,3,2,1,1,24,1,0,18
1,1,4,1,2,2,29,0,6,6
1,1,4,1,1,1,18,1,13,9
0,1,2,1,1,1,25,1,15,11
1,1,6,2,1,1,16,1,13,9
1,1,4,3,1,2,22,1,13,13
1,1,4,2,2,1,28,1,13,11
0,1,5,3,1,1,19,1,15,0
1,1,4,3,2,1,16,0,11,12
0,1,4,2,1,1,22,1,9,7
1,1,8,5,1,1,19,1,11,8
1,1,4,2,1,1,20,1,13,13
0,1,3,3,1,1,17,1,15,13
1,1,4,2,1,1,22,1,16,13
1,1,3,5,1,1,30,1,15,13
1,1,5,3,1,1,19,1,13,18
1,1,4,2,1,1,35,1,20,20
1,1,4,4,1,1,27,1,17,0
1,1,4,2,2,1,19,0,9,0
1,1,7,4,1,1,19,1,14,9
1,1,4,2,1,1,25,1,15,17
1,1,4,2,1,1,19,0,15,13
1,1,4,2,2,2,15,1,10,13
1,1,5,3,1,1,20,1,17,18
0,1,3,2,1,1,25,1,18,0
1,1,5,4,1,1,18,1,17,9
1,1,5,3,1,1,17,1,17,17
1,1,5,4,2,2,25,1,13,10
1,1,4,2,1,1,26,1,17,16
0,1,2,1,1,1,17,1,13,13
0,1,4,3,1,2,16,1,9,13
0,1,4,2,1,1,14,1,9,11
1,1,4,2,1,1,31,1,17,15
0,1,3,2,1,1,16,1,15,13
1,1,4,3,1,1,36,1,13,13
0,1,4,5,1,1,17,1,15,13
1,1,4,2,1,1,34,1,17,16
1,1,3,2,1,1,23,1,13,13
1,1,5,2,1,1,17,1,8,6
1,1,4,2,1,1,36,1,17,16
1,1,4,2,1,1,15,1,6,13
1,1,6,2,1,1,20,0,10,7
1,1,4,2,1,1,15,1,13,13
1,1,4,2,1,1,19,1,15,11
1,1,3,1,2,1,21,1,20,9
0,1,7,4,1,1,22,1,18,18
0,1,8,2,1,1,17,1,6,0
1,1,3,2,2,1,27,1,13,13
0,1,5,2,1,1,20,1,15,15
1,1,4,3,1,1,16,1,13,13
1,1,6,1,2,1,18,1,12,3
1,1,8,4,1,1,13,1,13,10
0,1,5,0,1,1,20,1,11,0
0,1,5,2,1,1,17,1,15,0
1,2,7,2,2,1,31,1,13,8
1,1,7,5,1,1,16,1,10,11
1,1,7,2,1,1,25,1,10,13
1,1,6,4,1,1,17,1,2,5
1,1,4,2,4,4,30,1,0,0
0,1,4,2,1,1,24,1,7,0
1,1,4,2,1,1,25,1,13,11
1,1,3,2,2,1,16,1,8,9
1,1,9,6,2,1,,1,0,0
1,1,5,2,1,1,23,0,13,9
1,1,5,2,1,1,18,1,9,9
0,1,5,3,1,1,30,1,12,0
0,1,5,4,2,2,20,1,15,15
1,1,4,3,2,1,19,1,13,15
1,1,5,3,1,1,24,1,15,15
0,1,4,2,2,1,24,1,15,0
1,1,4,4,1,1,36,1,17,17
1,1,4,2,1,1,20,1,13,11
0,1,5,2,1,1,24,1,13,13
0,1,3,3,1,1,23,1,15,17
0,1,3,2,1,1,33,1,16,0
0,1,4,3,1,1,21,1,15,19
0,1,7,3,1,1,18,1,13,0
1,1,5,2,1,1,18,1,13,9
1,1,5,2,1,2,18,1,0,9
1,1,4,2,1,1,33,1,18,13
1,1,5,3,1,1,17,1,16,18
1,1,4,2,1,1,18,1,13,13
1,1,4,2,1,1,20,1,11,12
1,1,6,3,1,1,31,1,16,13
1,1,4,2,2,2,25,1,16,13
1,1,5,3,1,1,22,1,11,13
0,1,3,2,1,1,17,1,12,8
1,1,4,3,1,1,22,1,11,13
1,1,6,2,2,1,19,1,13,13
1,1,4,2,1,2,16,1,6,5
1,0,7,2,1,1,,1,11,11
1,1,4,3,1,1,37,1,8,12
0,1,5,2,1,1,17,0,18,16
0,0,3,2,1,1,17,1,4,9
1,1,4,2,2,1,25,1,16,18
0,1,5,3,1,1,22,1,13,0
1,1,5,3,1,1,21,1,8,9
1,1,3,3,1,1,28,1,0,16
1,1,4,2,1,1,31,1,18,18
1,1,7,3,1,1,19,1,11,15
1,1,4,2,2,2,18,0,13,11
0,1,3,2,1,1,17,1,5,9
0,1,4,2,1,1,16,0,13,0
0,1,11,3,1,1,17,1,13,0
0,1,3,2,4,4,16,0,11,0
0,1,3,2,1,1,19,1,13,0
1,1,5,3,1,1,17,0,9,13
1,1,4,1,1,1,18,1,11,13
0,1,6,5,1,1,20,1,16,13
0,1,5,4,2,2,28,1,18,0
1,1,4,2,2,2,18,1,11,10
1,1,9,4,1,1,18,1,13,13
1,1,6,2,2,2,16,1,11,11
1,1,5,2,1,1,26,1,13,17
1,1,4,2,1,1,28,1,20,19
1,1,5,2,2,1,21,1,13,13
1,1,4,1,1,1,24,1,13,10
1,1,5,3,1,1,23,1,16,17
1,1,5,3,1,1,25,1,18,18
1,1,3,3,2,1,33,1,0,17
1,1,4,3,1,1,22,1,15,13
1,1,5,2,1,1,15,1,13,9
1,1,4,2,1,1,20,1,13,13
1,1,3,2,1,1,24,1,16,16
0,1,4,2,2,2,20,1,13,9
1,1,4,3,1,1,,1,13,13
1,1,5,4,2,2,26,1,15,13
1,1,5,3,1,1,40,1,13,8
0,1,2,2,1,1,18,1,13,0
1,1,3,2,2,1,30,1,15,13
1,1,5,2,1,2,18,1,17,17
0,1,6,5,1,1,36,1,11,9
0,1,4,3,1,1,22,1,17,0
1,1,3,2,2,2,16,1,8,13
1,1,4,2,1,1,22,1,11,9
1,1,5,4,1,1,30,1,0,20
0,1,5,3,2,1,14,1,13,13
1,0,5,2,2,2,20,1,0,15
1,1,3,2,1,1,25,1,15,13
1,1,4,2,1,1,25,1,13,14
1,1,6,3,1,1,21,1,13,13
1,1,3,2,2,1,24,1,13,13
1,1,4,2,1,1,23,1,13,13
1,1,5,4,1,1,17,1,10,10
1,1,4,2,2,2,34,1,13,13
0,1,3,2,1,1,22,1,13,8
1,1,5,3,1,1,21,1,16,16
1,1,4,2,2,1,19,1,13,10
1,1,4,2,1,2,17,1,13,9
0,1,2,2,1,1,19,1,16,13
0,1,4,3,1,1,18,1,15,0
1,1,8,3,1,1,18,1,18,13
1,1,6,5,1,1,18,1,13,13
0,1,7,5,1,1,19,1,15,0
1,1,7,3,1,1,17,1,15,11
1,1,5,2,1,1,20,0,13,16
0,1,3,2,1,1,18,1,16,0
0,1,3,1,1,1,30,1,13,9
1,1,4,2,1,1,23,1,13,13
1,1,5,4,2,1,20,1,15,15
1,1,5,3,1,1,22,1,13,15
1,1,8,3,4,1,23,0,13,13
1,1,5,3,1,2,24,1,13,8
0,1,4,2,1,1,16,0,15,13
1,1,9,2,2,2,15,1,9,11
1,1,7,2,1,2,17,0,7,8
0,1,4,3,2,1,30,0,7,0
1,1,6,3,1,1,15,1,7,5
1,1,4,3,1,1,29,1,13,16
1,1,4,2,1,1,19,1,13,9
1,1,5,3,1,1,21,1,16,13
1,1,5,3,2,1,22,1,13,13
1,1,4,3,1,1,18,1,13,13
1,1,9,4,2,1,18,1,15,15
1,1,3,1,1,1,16,1,9,9
1,1,5,4,1,1,21,1,15,13
1,1,3,3,1,1,30,1,17,18
1,1,4,2,1,1,22,1,13,13
0,0,7,4,1,1,19,1,6,0
0,1,3,2,1,1,24,0,9,11
1,1,5,3,1,1,21,1,17,17
1,1,4,2,2,2,20,1,13,9
0,1,6,3,2,1,21,1,18,0
1,1,6,2,2,1,15,1,13,9
0,1,3,2,1,1,23,1,16,16
1,1,6,2,1,1,19,1,9,17
1,1,4,2,1,1,22,1,11,0
1,1,3,1,1,1,19,1,13,13
1,1,3,2,2,1,28,0,13,0
1,1,4,3,1,1,23,1,18,18
1,1,5,3,2,1,21,1,18,15
1,1,5,2,1,2,25,1,11,9
1,1,4,3,1,1,29,1,13,13
1,1,4,3,1,1,25,1,19,0
1,1,3,2,1,1,19,1,9,13
1,1,4,2,1,1,27,1,18,18
1,1,4,2,1,1,25,1,9,13
0,1,2,2,1,1,17,1,16,0
1,1,5,2,1,1,34,1,8,9
0,1,3,2,1,1,27,1,16,17
1,1,3,2,1,1,19,1,13,10
1,1,5,3,1,1,23,1,13,15
1,1,3,2,1,1,21,1,13,13
1,1,9,5,2,1,19,1,16,13
1,1,7,4,1,2,21,1,16,16
0,1,4,3,1,1,18,1,16,18
1,1,5,3,1,1,27,1,13,13
1,1,5,3,2,1,20,1,9,13
1,1,5,3,2,2,22,1,13,13
1,1,4,2,2,2,21,0,13,9
1,1,5,2,2,1,19,0,9,6
1,1,4,2,1,1,21,1,13,11
1,1,5,3,1,2,22,0,6,13
1,1,3,3,1,1,21,0,16,13
1,1,6,4,2,2,19,1,13,13
0,1,2,1,1,1,18,1,18,13
0,1,5,3,1,1,18,1,13,13
1,1,4,4,1,1,26,1,17,15
0,1,4,2,1,1,20,1,13,13
1,1,5,3,1,1,24,0,13,13
0,1,5,3,1,1,16,1,13,13
1,1,4,2,1,1,17,1,11,9
1,1,4,3,1,1,32,1,17,17
0,1,4,3,1,1,21,1,13,17
0,1,6,3,1,1,22,1,18,18
1,1,6,2,1,1,19,1,13,13
1,1,3,2,1,1,23,1,13,13
0,1,2,2,1,1,17,1,18,18
0,0,3,3,1,1,,1,0,0
1,1,3,2,1,1,26,1,13,13
0,1,6,4,2,1,16,1,13,0
1,1,4,3,1,1,25,1,15,16
1,1,5,4,1,1,25,1,13,9
1,1,6,2,2,1,17,1,9,11
1,1,6,2,1,1,19,1,9,9
1,1,4,2,1,1,19,1,13,16
0,1,3,2,1,1,20,1,13,13
1,1,6,2,2,2,21,0,13,13
1,1,3,2,1,1,19,0,13,9
1,1,5,3,1,1,19,1,16,13
1,1,4,3,1,2,19,1,13,13
1,1,6,2,1,1,19,1,18,15
0,1,5,3,2,2,16,0,9,3
1,1,4,2,1,1,18,1,12,9
1,1,4,2,1,1,19,1,12,16
1,1,6,3,1,1,20,1,13,13
1,1,3,2,1,1,20,1,17,20
