sexo,edad,imce,vive_padre,vive_madre,sk1,sk2,sk3,sk4,sk5,sk6,sk7,sk8,sk9,sk10,sk11,sk12,sk13,act_fisica,area,educm,educp,madre_work,narrative
0,81,1.46,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,1,16,16,1,"Las habilidades socioemocionales estan bien establecidas, con ventaja clara en la curiosidad e intereses cognitivos frente a un rezago en la interaccion social y el juego. Resalta particularmente armar y desarmar cosas, mientras el afecto hacia sus pares requiere mayor estimulo. Solo rara vez muestra agresividad."
0,81,1.39,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,16,13,1,"Muestra habilidades socioemocionales plenamente consolidadas, destacando en lo afectivo-emocional y mostrando mayor debilidad en la curiosidad e intereses cognitivos. No se registran conductas agresivas. Resalta particularmente el afecto hacia sus pares, aunque armar y desarmar cosas se observa mas debil."
1,82,-0.28,0,1,2,2,1,1,1,2,5,1,1,2,1,1,4,2,1,13,13,-1,"Su perfil socioemocional es favorable, con la interaccion social y el juego como area mas fuerte y la curiosidad e intereses cognitivos como la mas rezagada. Entre sus conductas, brilla el juego con otros, en tanto las expresiones artisticas pide mas acompanamiento. Presenta un patron agresivo persistente."
0,81,0.28999999,1,0,1,2,2,2,2,2,2,1,1,2,2,2,2,1,0,,7,-1,"Muestra un desarrollo socioemocional satisfactorio, donde la interaccion social y el juego lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. La agresividad es esporadica. Lo que mejor maneja es el afecto hacia sus padres, en tanto armar y desarmar cosas pide mas acompanamiento."
0,81,0.2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,18,13,0,"Alcanza un nivel socioemocional muy alto, sin diferencias marcadas entre las areas evaluadas. Entre sus conductas, brilla hacer preguntas a los adultos, siendo el juego con otros el aspecto a trabajar. Solo rara vez muestra agresividad."
0,82,0.43000001,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,13,13,1,"Presenta un desarrollo socioemocional destacado, donde lo afectivo-emocional lidera y la interaccion social y el juego concentra el mayor desafio. Resalta particularmente compartir sus cosas, aunque la participacion en juegos grupales se observa mas debil. Sin senales de agresividad."
1,81,2.26,1,1,1,1,2,1,1,1,1,1,1,2,2,4,3,3,1,11,13,1,"Su perfil socioemocional es favorable, con ventaja clara en la interaccion social y el juego frente a un rezago en la curiosidad e intereses cognitivos. La agresividad esta ausente. Resalta particularmente el afecto hacia sus padres, aunque armar y desarmar cosas se observa mas debil."
0,81,1.15,0,0,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,13,13,0,"Alcanza un nivel socioemocional muy alto, de manera homogenea en los tres ambitos. Se observan brotes de agresividad de cuando en cuando. Lo que mejor maneja es el interes por su entorno, aunque hacer preguntas a los adultos se observa mas debil."
1,83,3.71,1,1,1,1,3,1,1,2,1,3,1,3,1,1,2,3,1,7,11,1,"Muestra un desarrollo socioemocional satisfactorio, donde lo afectivo-emocional lidera y la interaccion social y el juego concentra el mayor desafio. Sobresale armar y desarmar cosas, mientras el interes por los libros requiere mayor estimulo. Sin senales de agresividad."
0,81,-0.039999999,1,1,1,2,1,1,3,2,1,2,1,2,1,1,1,1,1,10,9,-1,"Las habilidades socioemocionales estan bien establecidas, con la curiosidad e intereses cognitivos como area mas fuerte y la interaccion social y el juego como la mas rezagada. Sobresale armar y desarmar cosas, y el juego con otros es lo que mas necesita apoyo. No presenta agresividad."
0,81,1.4400001,0,1,1,1,1,1,1,1,5,1,1,3,2,1,1,2,1,11,13,1,"Su desarrollo socioemocional es sobresaliente, con lo afectivo-emocional como area mas fuerte y la curiosidad e intereses cognitivos como la mas rezagada. Lo que mejor maneja es el afecto hacia sus padres, aunque el interes por los libros se observa mas debil. Las conductas agresivas son habituales y sostenidas."
1,83,0.69999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,15,1,"Evidencia un desarrollo socioemocional excelente, sin diferencias marcadas entre las areas evaluadas. Destaca especialmente la participacion en juegos grupales, y conviene reforzar compartir sus cosas. Sin senales de agresividad."
0,81,2.49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,9,1,"Su desarrollo socioemocional es sobresaliente, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. No se registran conductas agresivas. Resalta particularmente el afecto hacia sus pares, aunque las expresiones artisticas se observa mas debil."
0,82,-0.16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,-1,"Muestra habilidades socioemocionales plenamente consolidadas, de manera homogenea en los tres ambitos. Destaca especialmente el uso de gestos para comunicarse, y conviene reforzar el interes por los libros. La agresividad esta ausente."
1,82,-0.64999998,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,12,11,1,"Alcanza un nivel socioemocional muy alto, con lo afectivo-emocional como area mas fuerte y la interaccion social y el juego como la mas rezagada. Su mayor fortaleza es el juego con otros, en tanto la participacion en juegos grupales pide mas acompanamiento. Muestra episodios ocasionales de agresividad."
1,81,0.81999999,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,4,1,18,13,-1,"Su desarrollo socioemocional es sobresaliente, con lo afectivo-emocional como area mas fuerte y la curiosidad e intereses cognitivos como la mas rezagada. Entre sus conductas, brilla el juego con otros, en tanto las expresiones artisticas pide mas acompanamiento. La agresividad es esporadica."
1,83,2.23,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,19,17,1,"Exhibe un perfil socioemocional muy solido, destacando en lo afectivo-emocional y mostrando mayor debilidad en la curiosidad e intereses cognitivos. No presenta agresividad. Entre sus conductas, brilla el interes por su entorno, y conviene reforzar las expresiones artisticas."
1,83,0.17,1,1,1,1,2,2,1,1,2,1,1,3,2,3,4,3,1,13,11,-1,"Muestra un desarrollo socioemocional satisfactorio, apoyado sobre todo en la interaccion social y el juego, mientras la curiosidad e intereses cognitivos queda mas atras. Solo rara vez muestra agresividad. Resalta particularmente compartir sus cosas, siendo las expresiones artisticas el aspecto a trabajar."
1,82,4.6900001,1,1,1,1,5,1,1,2,1,2,2,1,1,2,3,3,1,13,13,-1,"Muestra un desarrollo socioemocional satisfactorio, donde la interaccion social y el juego lidera y lo afectivo-emocional concentra el mayor desafio. Destaca especialmente el juego con otros, y la expresion de sentimientos es lo que mas necesita apoyo. No se registran conductas agresivas."
1,81,0.12,0,1,1,2,2,2,2,2,2,3,1,1,1,2,1,2,1,18,13,-1,"Las habilidades socioemocionales estan bien establecidas, con la curiosidad e intereses cognitivos como area mas fuerte y la interaccion social y el juego como la mas rezagada. Entre sus conductas, brilla las expresiones artisticas, siendo la participacion en juegos grupales el aspecto a trabajar. Solo rara vez muestra agresividad."
1,82,3.9100001,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,5,1,17,17,1,"Evidencia un desarrollo socioemocional excelente, con ventaja clara en lo afectivo-emocional frente a un rezago en la interaccion social y el juego. Sobresale el afecto hacia sus padres, aunque el interes por los libros se observa mas debil. La agresividad es esporadica."
0,81,0.81999999,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,2,1,14,13,-1,"Presenta un desarrollo socioemocional adecuado, donde la curiosidad e intereses cognitivos lidera y la interaccion social y el juego concentra el mayor desafio. Lo que mejor maneja es el uso de gestos para comunicarse, aunque el juego con otros se observa mas debil. Presenta agresividad ocasional y leve."
0,82,3.28,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,14,14,-1,"Exhibe un perfil socioemocional muy solido, apoyado sobre todo en lo afectivo-emocional, mientras la curiosidad e intereses cognitivos queda mas atras. La agresividad esta ausente. Su mayor fortaleza es compartir sus cosas, aunque el interes por los libros se observa mas debil."
0,82,-1.8099999,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,0,13,13,-1,"Evidencia un desarrollo socioemocional excelente, con lo afectivo-emocional como area mas fuerte y la interaccion social y el juego como la mas rezagada. Entre sus conductas, brilla el interes por su entorno, siendo compartir sus cosas el aspecto a trabajar. Presenta conductas agresivas marcadas."
1,80,1.0700001,1,1,1,3,3,1,1,2,2,1,3,3,3,1,1,2,1,13,19,1,"Su perfil socioemocional es favorable, donde la interaccion social y el juego lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Entre sus conductas, brilla las expresiones artisticas, y la expresion de sentimientos es lo que mas necesita apoyo. La agresividad es esporadica."
1,83,-3.9000001,1,1,1,4,1,1,2,1,1,2,1,1,1,1,1,2,1,13,9,-1,"Presenta un desarrollo socioemocional adecuado, destacando en la curiosidad e intereses cognitivos y mostrando mayor debilidad en lo afectivo-emocional. Sin senales de agresividad. Entre sus conductas, brilla la expresion de sentimientos, mientras el afecto hacia sus pares requiere mayor estimulo."
0,81,1.16,0,1,1,3,3,1,1,3,2,1,1,3,1,3,3,1,1,10,10,1,"Su perfil socioemocional es favorable, apoyado sobre todo en la interaccion social y el juego, mientras la curiosidad e intereses cognitivos queda mas atras. Lo que mejor maneja es el uso de gestos para comunicarse, en tanto el interes por los libros pide mas acompanamiento. Solo rara vez muestra agresividad."
1,81,0.07,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,4,1,18,13,-1,"Alcanza un nivel socioemocional muy alto, destacando en lo afectivo-emocional y mostrando mayor debilidad en la interaccion social y el juego. Entre sus conductas, brilla el interes por su entorno, aunque compartir sus cosas se observa mas debil. Solo rara vez muestra agresividad."
1,81,-0.83999997,1,1,1,1,1,1,1,1,2,1,1,3,1,1,3,3,1,13,13,1,"Muestra un desarrollo socioemocional satisfactorio, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Presenta agresividad ocasional y leve. Lo que mejor maneja es el afecto hacia sus padres, aunque el interes por los libros se observa mas debil."
0,81,2.0599999,1,1,1,2,2,2,2,1,4,2,2,2,2,1,2,3,1,4,9,1,"Evidencia un buen nivel socioemocional, destacando en la interaccion social y el juego y mostrando mayor debilidad en la curiosidad e intereses cognitivos. Lo que mejor maneja es el afecto hacia sus padres, y conviene reforzar hacer preguntas a los adultos. Las conductas agresivas se repiten con regularidad."
1,81,1.0700001,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,16,14,1,"Alcanza un nivel socioemocional muy alto, apoyado sobre todo en lo afectivo-emocional, mientras la curiosidad e intereses cognitivos queda mas atras. Lo que mejor maneja es el uso de gestos para comunicarse, y conviene reforzar el interes por los libros. Sin senales de agresividad."
1,83,1.99,0,1,3,2,1,3,1,2,3,1,1,3,1,1,3,5,1,13,13,1,"Exhibe competencias socioemocionales apropiadas para su etapa, donde la interaccion social y el juego lidera y lo afectivo-emocional concentra el mayor desafio. Presenta conductas agresivas a veces. Su mayor fortaleza es el juego con otros, y conviene reforzar el uso de gestos para comunicarse."
1,81,1.9,1,1,1,1,1,1,1,2,2,3,2,3,2,2,3,2,1,13,13,-1,"Evidencia un buen nivel socioemocional, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. La agresividad es esporadica. Resalta particularmente el afecto hacia sus padres, y conviene reforzar el interes por los libros."
1,81,0.72000003,1,1,1,1,1,1,2,2,3,2,1,2,1,1,3,2,1,13,14,-1,"Exhibe competencias socioemocionales apropiadas para su etapa, apoyado sobre todo en lo afectivo-emocional, mientras la interaccion social y el juego queda mas atras. Presenta conductas agresivas a veces. Sobresale el afecto hacia sus pares, siendo las expresiones artisticas el aspecto a trabajar."
1,83,2.3099999,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,13,13,1,"Muestra habilidades socioemocionales plenamente consolidadas, destacando en lo afectivo-emocional y mostrando mayor debilidad en la curiosidad e intereses cognitivos. La agresividad es esporadica. Lo que mejor maneja es la expresion de sentimientos, en tanto la participacion en juegos grupales pide mas acompanamiento."
0,81,0.56999999,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,,1,13,13,-1,"Alcanza un nivel socioemocional muy alto, con un equilibrio notable entre las areas observadas. Las conductas agresivas son habituales y sostenidas. Destaca especialmente el juego con otros, y la expresion de sentimientos es lo que mas necesita apoyo."
1,82,2.77,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,4,1,13,13,1,"Exhibe competencias socioemocionales apropiadas para su etapa, siendo lo afectivo-emocional su ambito mas avanzado y la curiosidad e intereses cognitivos el menos logrado. Entre sus conductas, brilla el afecto hacia sus pares, siendo hacer preguntas a los adultos el aspecto a trabajar. La agresividad esta ausente."
0,82,2.1800001,1,1,3,3,2,2,1,1,1,1,1,3,1,1,1,2,1,13,13,-1,"Las habilidades socioemocionales estan bien establecidas, donde la interaccion social y el juego lidera y lo afectivo-emocional concentra el mayor desafio. Lo que mejor maneja es el juego con otros, mientras el interes por los libros requiere mayor estimulo. No se registran conductas agresivas."
0,82,-0.73000002,1,1,1,2,1,1,2,2,3,2,1,1,1,1,2,1,1,12,13,1,"Muestra un desarrollo socioemocional satisfactorio, con la curiosidad e intereses cognitivos como area mas fuerte y la interaccion social y el juego como la mas rezagada. Sobresale el interes por su entorno, y las expresiones artisticas es lo que mas necesita apoyo. Presenta conductas agresivas a veces."
0,81,1.22,1,1,1,1,1,2,1,1,2,1,2,3,2,2,1,3,1,13,13,-1,"Muestra un desarrollo socioemocional satisfactorio, con la interaccion social y el juego como area mas fuerte y la curiosidad e intereses cognitivos como la mas rezagada. Presenta agresividad ocasional y leve. Destaca especialmente la participacion en juegos grupales, en tanto el interes por los libros pide mas acompanamiento."
1,81,-0.25999999,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,13,9,-1,"Alcanza un nivel socioemocional muy alto, con un avance parejo entre sus distintas areas. Entre sus conductas, brilla armar y desarmar cosas, siendo el uso de gestos para comunicarse el aspecto a trabajar. La agresividad es frecuente."
1,82,1.48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,13,13,0,"Muestra habilidades socioemocionales plenamente consolidadas, sin diferencias marcadas entre las areas evaluadas. Su mayor fortaleza es hacer preguntas a los adultos, aunque compartir sus cosas se observa mas debil. Sin senales de agresividad."
0,82,1.08,1,1,1,1,1,1,1,1,4,1,1,3,2,3,2,3,1,15,13,0,"Su perfil socioemocional es favorable, apoyado sobre todo en lo afectivo-emocional, mientras la curiosidad e intereses cognitivos queda mas atras. Su mayor fortaleza es el uso de gestos para comunicarse, y armar y desarmar cosas es lo que mas necesita apoyo. Presenta conductas agresivas marcadas."
1,82,0.64999998,1,1,1,1,1,1,1,1,5,1,2,2,1,1,4,2,1,13,13,1,"Presenta un desarrollo socioemocional adecuado, con ventaja clara en lo afectivo-emocional frente a un rezago en la curiosidad e intereses cognitivos. Resalta particularmente la participacion en juegos grupales, mientras las expresiones artisticas requiere mayor estimulo. Las conductas agresivas son habituales y sostenidas."
1,84,3.8399999,1,1,2,3,2,3,3,2,2,3,1,2,2,3,3,2,1,13,13,1,"Las habilidades socioemocionales se encuentran en desarrollo, con la curiosidad e intereses cognitivos como area mas fuerte y la interaccion social y el juego como la mas rezagada. La agresividad es esporadica. Lo que mejor maneja es hacer preguntas a los adultos, siendo el juego con otros el aspecto a trabajar."
1,82,2.1099999,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,3,1,13,13,-1,"Evidencia un desarrollo socioemocional excelente, siendo la interaccion social y el juego su ambito mas avanzado y lo afectivo-emocional el menos logrado. Resalta particularmente el interes por su entorno, siendo el afecto hacia sus pares el aspecto a trabajar. Se observan brotes de agresividad de cuando en cuando."
1,82,0.70999998,1,1,1,2,1,1,1,2,3,1,1,1,1,1,2,1,1,13,13,-1,"Muestra habilidades socioemocionales plenamente consolidadas, con la curiosidad e intereses cognitivos como area mas fuerte y la interaccion social y el juego como la mas rezagada. Entre sus conductas, brilla el interes por su entorno, y conviene reforzar las expresiones artisticas. Se observan brotes de agresividad de cuando en cuando."
0,83,0.20999999,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,13,13,-1,"Evidencia un desarrollo socioemocional excelente, con ventaja clara en lo afectivo-emocional frente a un rezago en la curiosidad e intereses cognitivos. Sobresale el interes por su entorno, y armar y desarmar cosas es lo que mas necesita apoyo. No se registran conductas agresivas."
0,82,3.47,1,1,1,3,1,1,3,3,4,3,1,1,1,1,1,2,1,9,13,1,"Exhibe competencias socioemocionales apropiadas para su etapa, con ventaja clara en la curiosidad e intereses cognitivos frente a un rezago en la interaccion social y el juego. Su mayor fortaleza es el interes por su entorno, y conviene reforzar la participacion en juegos grupales. Presenta conductas agresivas marcadas."
1,81,1.79,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,16,18,-1,"Muestra habilidades socioemocionales plenamente consolidadas, sin diferencias marcadas entre las areas evaluadas. Resalta particularmente armar y desarmar cosas, y conviene reforzar el uso de gestos para comunicarse. Solo rara vez muestra agresividad."
0,81,0.33000001,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,13,13,1,"Evidencia un desarrollo socioemocional excelente, con un equilibrio notable entre las areas observadas. Resalta particularmente compartir sus cosas, y conviene reforzar la participacion en juegos grupales. No se registran conductas agresivas."
1,81,0.31,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,5,1,10,13,-1,"Las habilidades socioemocionales estan bien establecidas, destacando en lo afectivo-emocional y mostrando mayor debilidad en la curiosidad e intereses cognitivos. Entre sus conductas, brilla hacer preguntas a los adultos, y conviene reforzar el interes por su entorno. No presenta agresividad."
0,83,1.17,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,14,14,1,"Exhibe un perfil socioemocional muy solido, apoyado sobre todo en la curiosidad e intereses cognitivos, mientras la interaccion social y el juego queda mas atras. Su mayor fortaleza es el uso de gestos para comunicarse, y conviene reforzar el afecto hacia sus pares. La agresividad esta ausente."
1,81,3.98,0,1,1,2,1,1,1,1,3,1,1,3,1,1,2,2,1,11,11,1,"Presenta un desarrollo socioemocional adecuado, donde la interaccion social y el juego lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Se observan brotes de agresividad de cuando en cuando. Su mayor fortaleza es la participacion en juegos grupales, y conviene reforzar el interes por los libros."
0,81,2.28,0,1,1,3,3,3,2,2,4,1,1,1,1,1,1,3,1,13,13,-1,"Su perfil socioemocional es favorable, apoyado sobre todo en la curiosidad e intereses cognitivos, mientras lo afectivo-emocional queda mas atras. Presenta conductas agresivas marcadas. Su mayor fortaleza es armar y desarmar cosas, aunque el uso de gestos para comunicarse se observa mas debil."
1,81,1.0599999,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,18,18,1,"Alcanza un nivel socioemocional muy alto, sin diferencias marcadas entre las areas evaluadas. Sobresale el interes por los libros, y conviene reforzar la participacion en juegos grupales. Solo rara vez muestra agresividad."
0,82,1.05,0,1,1,2,1,1,1,2,3,2,1,2,2,2,2,2,1,13,13,0,"Presenta un desarrollo socioemocional adecuado, destacando en lo afectivo-emocional y mostrando mayor debilidad en la curiosidad e intereses cognitivos. Su mayor fortaleza es la expresion de sentimientos, aunque armar y desarmar cosas se observa mas debil. Se observan brotes de agresividad de cuando en cuando."
0,81,0.079999998,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,15,13,-1,"Presenta un desarrollo socioemocional destacado, con ventaja clara en la interaccion social y el juego frente a un rezago en la curiosidad e intereses cognitivos. Resalta particularmente armar y desarmar cosas, siendo el interes por los libros el aspecto a trabajar. Las conductas agresivas son poco frecuentes."
0,82,-1.05,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,3,1,13,13,-1,"Presenta un desarrollo socioemocional adecuado, con ventaja clara en la curiosidad e intereses cognitivos frente a un rezago en la interaccion social y el juego. Lo que mejor maneja es el interes por su entorno, en tanto el afecto hacia sus pares pide mas acompanamiento. No se registran conductas agresivas."
1,83,1.77,1,1,1,1,1,1,1,1,2,2,1,3,1,3,1,3,1,13,13,-1,"Presenta un desarrollo socioemocional adecuado, con ventaja clara en lo afectivo-emocional frente a un rezago en la curiosidad e intereses cognitivos. Resalta particularmente el afecto hacia sus pares, siendo armar y desarmar cosas el aspecto a trabajar. Presenta agresividad ocasional y leve."
1,85,0.79000002,0,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,9,17,-1,"Alcanza un nivel socioemocional muy alto, sin diferencias marcadas entre las areas evaluadas. Presenta un patron agresivo persistente. Destaca especialmente las expresiones artisticas, y el uso de gestos para comunicarse es lo que mas necesita apoyo."
1,82,1.8,0,1,1,1,2,1,1,1,3,1,1,2,1,2,2,3,1,13,13,0,"Muestra un desarrollo socioemocional satisfactorio, donde la interaccion social y el juego lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Lo que mejor maneja es el interes por su entorno, y conviene reforzar armar y desarmar cosas. Muestra episodios ocasionales de agresividad."
1,83,2.6300001,0,1,2,2,2,3,2,2,3,2,1,3,2,2,3,2,1,,9,1,"Su perfil socioemocional aun esta madurando, con ventaja clara en la interaccion social y el juego frente a un rezago en lo afectivo-emocional. Se observan brotes de agresividad de cuando en cuando. Resalta particularmente hacer preguntas a los adultos, y el uso de gestos para comunicarse es lo que mas necesita apoyo."
0,82,2.8099999,1,1,3,2,1,1,1,1,1,1,1,1,2,2,1,4,1,13,15,-1,"Muestra un desarrollo socioemocional satisfactorio, siendo la interaccion social y el juego su ambito mas avanzado y lo afectivo-emocional el menos logrado. No se registran conductas agresivas. Su mayor fortaleza es la expresion de sentimientos, mientras el afecto hacia sus padres requiere mayor estimulo."
1,83,1.86,1,1,1,2,1,2,2,2,3,2,2,2,2,2,2,1,1,11,8,-1,"Presenta un desarrollo socioemocional adecuado, siendo lo afectivo-emocional su ambito mas avanzado y la interaccion social y el juego el menos logrado. Lo que mejor maneja es la expresion de sentimientos, siendo el juego con otros el aspecto a trabajar. Se observan brotes de agresividad de cuando en cuando."
1,87,-1,0,1,1,1,1,1,1,1,5,1,1,1,1,1,1,,1,20,19,0,"Presenta un desarrollo socioemocional destacado, de manera homogenea en los tres ambitos. Resalta particularmente el interes por su entorno, aunque las expresiones artisticas se observa mas debil. Presenta un patron agresivo persistente."
0,81,2.6600001,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,0,13,9,1,"Muestra habilidades socioemocionales plenamente consolidadas, con ventaja clara en la interaccion social y el juego frente a un rezago en lo afectivo-emocional. Destaca especialmente el afecto hacia sus pares, en tanto la expresion de sentimientos pide mas acompanamiento. La agresividad es esporadica."
1,82,1.97,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,13,13,0,"Las habilidades socioemocionales estan bien establecidas, destacando en la interaccion social y el juego y mostrando mayor debilidad en la curiosidad e intereses cognitivos. Resalta particularmente el juego con otros, en tanto la expresion de sentimientos pide mas acompanamiento. Presenta agresividad ocasional y leve."
0,82,0.75999999,0,1,1,1,1,1,1,3,3,1,1,1,1,1,1,,1,13,13,-1,"Su desarrollo socioemocional es sobresaliente, donde lo afectivo-emocional lidera y la interaccion social y el juego concentra el mayor desafio. Su mayor fortaleza es hacer preguntas a los adultos, mientras compartir sus cosas requiere mayor estimulo. Presenta conductas agresivas a veces."
0,81,1.05,1,1,2,1,3,2,2,2,4,2,2,2,2,2,3,3,1,12,12,-1,"Muestra un perfil socioemocional intermedio, con lo afectivo-emocional como area mas fuerte y la curiosidad e intereses cognitivos como la mas rezagada. Presenta conductas agresivas marcadas. Destaca especialmente el afecto hacia sus pares, y conviene reforzar la expresion de sentimientos."
1,84,0.50999999,1,1,1,2,1,2,1,1,2,1,1,3,1,3,3,2,1,13,13,-1,"Su perfil socioemocional es favorable, siendo la interaccion social y el juego su ambito mas avanzado y la curiosidad e intereses cognitivos el menos logrado. Resalta particularmente el juego con otros, en tanto armar y desarmar cosas pide mas acompanamiento. Solo rara vez muestra agresividad."
1,84,2.3199999,0,1,1,2,2,1,1,2,2,1,1,3,1,3,4,5,1,11,19,0,"Muestra un desarrollo socioemocional satisfactorio, con ventaja clara en la interaccion social y el juego frente a un rezago en la curiosidad e intereses cognitivos. Destaca especialmente el afecto hacia sus padres, aunque las expresiones artisticas se observa mas debil. Solo rara vez muestra agresividad."
1,84,0.33000001,0,1,1,1,1,1,1,5,5,1,1,2,1,2,2,5,1,13,13,-1,"Su perfil socioemocional es favorable, con lo afectivo-emocional como area mas fuerte y la interaccion social y el juego como la mas rezagada. La agresividad es constante. Lo que mejor maneja es el juego con otros, siendo compartir sus cosas el aspecto a trabajar."
0,82,1.83,0,1,1,1,2,1,1,2,1,2,1,1,1,1,1,3,1,18,11,1,"Exhibe un perfil socioemocional muy solido, donde la curiosidad e intereses cognitivos lidera y la interaccion social y el juego concentra el mayor desafio. Resalta particularmente el uso de gestos para comunicarse, en tanto compartir sus cosas pide mas acompanamiento. No se registran conductas agresivas."
1,80,-4.6700001,1,1,1,1,1,1,1,1,1,3,3,1,2,3,2,1,1,13,13,1,"Evidencia un buen nivel socioemocional, siendo lo afectivo-emocional su ambito mas avanzado y la curiosidad e intereses cognitivos el menos logrado. La agresividad esta ausente. Entre sus conductas, brilla el interes por los libros, en tanto hacer preguntas a los adultos pide mas acompanamiento."
0,82,-0.14,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,18,18,0,"Exhibe un perfil socioemocional muy solido, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. No presenta agresividad. Resalta particularmente el uso de gestos para comunicarse, mientras el interes por su entorno requiere mayor estimulo."
1,82,-0.059999999,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,13,13,1,"Presenta un desarrollo socioemocional destacado, con un equilibrio notable entre las areas observadas. Lo que mejor maneja es el interes por su entorno, en tanto el juego con otros pide mas acompanamiento. Solo rara vez muestra agresividad."
0,86,0.31999999,0,1,2,3,1,1,3,5,4,3,1,4,4,5,1,2,1,13,9,0,"Su perfil socioemocional aun esta madurando, siendo lo afectivo-emocional su ambito mas avanzado y la interaccion social y el juego el menos logrado. Sobresale la expresion de sentimientos, siendo armar y desarmar cosas el aspecto a trabajar. La agresividad es frecuente."
0,81,-0.37,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,13,13,-1,"Su desarrollo socioemocional es sobresaliente, destacando en lo afectivo-emocional y mostrando mayor debilidad en la interaccion social y el juego. Resalta particularmente el uso de gestos para comunicarse, en tanto compartir sus cosas pide mas acompanamiento. No presenta agresividad."
1,82,2.79,1,1,1,1,1,3,3,3,2,3,3,3,3,4,4,2,1,13,7,0,"Su nivel socioemocional es moderado, destacando en lo afectivo-emocional y mostrando mayor debilidad en la curiosidad e intereses cognitivos. Las conductas agresivas son poco frecuentes. Lo que mejor maneja es la expresion de sentimientos, siendo las expresiones artisticas el aspecto a trabajar."
0,81,1.9400001,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,17,17,0,"Muestra habilidades socioemocionales plenamente consolidadas, con ventaja clara en lo afectivo-emocional frente a un rezago en la interaccion social y el juego. Las conductas agresivas son poco frecuentes. Entre sus conductas, brilla el juego con otros, siendo la participacion en juegos grupales el aspecto a trabajar."
1,83,1.8099999,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,,1,13,13,-1,"Alcanza un nivel socioemocional muy alto, apoyado sobre todo en lo afectivo-emocional, mientras la curiosidad e intereses cognitivos queda mas atras. Entre sus conductas, brilla compartir sus cosas, en tanto las expresiones artisticas pide mas acompanamiento. Las conductas agresivas son poco frecuentes."
1,84,0.75999999,1,1,1,2,1,1,1,2,2,2,1,3,1,1,1,1,1,13,13,-1,"Exhibe competencias socioemocionales apropiadas para su etapa, donde lo afectivo-emocional lidera y la interaccion social y el juego concentra el mayor desafio. Resalta particularmente el interes por su entorno, y conviene reforzar el interes por los libros. Las conductas agresivas son poco frecuentes."
