Recency,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall
96,68142,0,1,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,56,2828,0,0,0,1,0,0,0,1,0,0,1422,1385,0
61,7500,0,1,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,41,2828,0,1,0,0,0,0,0,1,0,0,13,8,0
14,83145,0,0,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,46,2804,0,0,0,1,0,0,0,1,0,0,1719,1605,1
16,54197,0,1,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,60,2246,0,1,0,0,0,0,0,0,1,0,224,211,0
98,23091,1,1,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,57,2191,0,0,1,0,0,0,0,0,0,1,46,44,0
11,46049,1,1,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,44,2502,0,1,0,0,0,0,0,1,0,0,496,477,0
52,56715,0,0,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,46,2730,0,0,0,1,0,0,0,1,0,0,1011,1002,0
19,79410,0,0,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,59,2190,0,1,0,0,0,0,0,1,0,0,1357,1344,0
61,57304,0,1,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,69,2634,0,1,0,0,0,0,0,1,0,0,920,814,0
73,44375,0,1,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,55,2257,0,1,0,0,0,0,0,1,0,0,260,219,0
0,54450,1,1,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,64,2812,0,0,0,1,0,0,0,1,0,0,652,620,0
74,59594,0,1,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,55,2776,0,1,0,0,0,0,0,1,0,0,490,481,1
55,80685,0,0,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,26,2835,0,0,0,1,0,0,0,1,0,0,950,896,0
48,40344,0,1,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,46,2418,0,1,0,0,0,0,0,0,0,1,216,214,0
53,62710,0,1,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,48,2561,0,1,0,0,0,0,0,1,0,0,595,584,0
13,48985,0,1,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,52,2518,0,1,0,0,0,1,0,0,0,0,67,59,0
34,35322,1,2,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,52,2835,0,0,0,1,0,0,0,1,0,0,93,80,0
54,77142,0,0,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,72,2555,0,1,0,0,0,0,0,1,0,0,893,796,0
69,81657,0,0,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,51,2317,0,0,1,0,0,0,0,1,0,0,1047,997,0
81,14421,0,0,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,24,2291,0,1,0,0,0,0,1,0,0,0,8,0,1
99,20130,0,0,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,46,2263,0,1,0,0,0,1,0,0,0,0,22,10,0
3,74214,0,0,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,30,2831,0,1,0,0,0,0,0,0,0,1,1678,1645,0
61,66726,1,1,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,63,2327,0,1,0,0,0,0,0,0,1,0,391,344,1
65,23724,1,0,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,41,2696,0,0,0,1,0,0,1,0,0,0,61,47,0
93,47353,0,1,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,60,2387,0,1,0,0,0,0,0,0,1,0,221,217,0
24,33444,1,1,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,68,2762,0,1,0,0,0,0,0,0,1,0,16,14,0
8,54386,0,1,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,39,2567,0,1,0,0,0,0,0,1,0,0,445,420,0
72,28510,1,1,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,39,2601,1,0,0,0,0,0,0,1,0,0,72,53,0
29,90638,0,0,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,29,2295,0,0,1,0,0,0,0,0,1,0,2429,2333,1
33,48070,0,1,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,70,2691,0,0,0,1,0,0,0,1,0,0,485,466,0
68,43140,0,1,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,63,2699,0,1,0,0,0,0,0,1,0,0,224,213,0
55,54959,0,1,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,59,2685,1,0,0,0,0,0,0,0,0,1,1208,1184,1
76,15056,1,1,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,62,2581,0,0,1,0,0,0,1,0,0,0,48,8,0
17,26954,1,0,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,49,2211,0,0,1,0,0,0,0,1,0,0,16,15,0
94,22327,1,0,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,35,2490,0,0,1,0,0,0,0,1,0,0,19,14,0
86,44393,1,1,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,55,2470,0,1,0,0,0,0,0,1,0,0,50,40,0
25,62000,0,1,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,68,2467,0,0,1,0,0,0,0,0,0,1,1000,980,1
22,31497,0,1,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,58,2729,0,0,0,1,0,0,0,0,0,1,151,147,0
15,45894,0,2,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,46,2281,0,1,0,0,0,1,0,0,0,0,38,25,0
35,78579,0,0,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,50,2713,1,0,0,0,0,0,0,0,1,0,1713,1614,0
81,67369,0,1,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,51,2748,0,0,0,0,1,0,0,0,1,0,1419,1377,2
55,58401,0,1,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,60,2229,1,0,0,0,0,0,0,1,0,0,67,38,0
94,62307,0,1,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,68,2291,0,0,1,0,0,0,0,1,0,0,150,140,0
50,43641,1,1,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,51,2592,0,1,0,0,0,0,0,0,1,0,116,93,0
64,63841,0,1,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,52,2593,1,0,0,0,0,0,0,0,1,0,777,646,0
91,46891,0,1,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,55,2460,0,1,0,0,0,1,0,0,0,0,122,61,0
11,70091,1,0,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,51,2614,0,1,0,0,0,0,0,0,1,0,1150,1139,1
72,78075,0,0,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,48,2244,0,1,0,0,0,0,0,0,0,1,908,828,0
6,59184,0,1,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,59,2817,0,0,0,0,1,1,0,0,0,0,1006,940,0
0,54809,1,1,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,43,2450,0,1,0,0,0,0,0,1,0,0,152,130,0
66,58113,0,1,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,61,2679,0,1,0,0,0,0,0,1,0,0,674,590,0
42,51412,0,1,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,62,2339,0,1,0,0,0,0,0,0,1,0,181,167,0
60,15287,1,0,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,41,2786,1,0,0,0,0,0,0,1,0,0,18,5,1
64,66636,0,0,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,63,2475,0,0,0,1,0,0,0,0,1,0,1084,1084,0
87,50965,0,1,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,64,2653,0,1,0,0,0,0,0,0,1,0,656,627,1
96,84618,0,0,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,55,2378,0,1,0,0,0,0,0,0,0,1,1672,1672,1
1,18351,0,0,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,30,2402,0,1,0,0,0,0,0,1,0,0,36,29,0
54,40451,0,2,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,63,2292,0,0,0,1,0,0,0,0,0,1,39,29,1
53,36317,0,1,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,55,2562,0,0,0,1,0,0,0,1,0,0,120,107,0
96,42213,0,1,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,63,2419,0,0,0,1,0,0,0,1,0,0,343,323,1
58,65748,0,1,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,65,2599,0,0,0,1,0,0,0,1,0,0,511,477,0
12,77044,0,1,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,48,2404,0,0,0,1,0,0,0,1,0,0,989,913,1
78,74918,0,0,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,51,2633,0,0,0,1,0,0,0,1,0,0,1988,1929,1
64,56721,1,1,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,48,2765,0,1,0,0,0,0,0,1,0,0,221,146,0
26,42160,1,1,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,45,2525,0,0,1,0,0,0,0,1,0,0,120,100,0
8,61559,0,1,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,55,2506,0,0,1,0,0,0,0,1,0,0,496,462,0
49,33629,1,1,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,57,2849,0,0,0,1,0,0,0,0,0,1,148,144,0
56,68682,0,0,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,29,2425,0,0,0,1,0,0,0,0,0,1,1553,1508,0
55,34377,0,1,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,57,2685,0,0,1,0,0,0,0,1,0,0,88,62,0
25,8940,1,0,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,34,2835,0,0,1,0,0,0,1,0,0,0,59,17,0
50,26228,1,0,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,47,2439,0,1,0,0,0,0,0,1,0,0,16,7,0
84,77297,0,0,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,63,2678,1,0,0,0,0,1,0,0,0,0,748,707,1
30,40211,1,1,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,39,2493,0,1,0,0,0,0,0,1,0,0,62,37,1
81,33438,1,1,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,62,2439,0,0,0,0,1,0,0,0,0,1,84,78,0
74,75032,0,1,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,61,2586,0,1,0,0,0,0,0,0,0,1,1203,1191,0
76,61284,0,0,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,65,2419,0,0,1,0,0,0,0,0,0,1,766,721,1
36,22518,1,0,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,34,2774,0,1,0,0,0,0,0,1,0,0,34,7,1
64,54730,0,1,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,45,2477,0,1,0,0,0,0,0,0,1,0,349,293,0
62,38452,1,1,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,65,2250,0,1,0,0,0,0,0,0,1,0,70,68,0
53,44421,1,1,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,49,2658,1,0,0,0,0,0,0,1,0,0,182,175,0
86,38197,1,0,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,34,2524,0,0,0,1,0,0,0,0,0,1,37,34,0
15,41986,0,1,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,42,2299,1,0,0,0,0,0,0,1,0,0,51,39,0
67,28427,1,0,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,37,2624,0,0,0,1,0,0,0,1,0,0,46,40,0
47,37395,1,0,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,44,2217,0,0,0,1,0,0,0,0,0,1,28,17,0
47,64722,1,0,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,49,2193,0,1,0,0,0,0,0,1,0,0,790,775,0
81,55249,0,1,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,64,2232,0,0,0,1,0,0,0,0,1,0,119,108,0
98,84906,0,0,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,48,2427,0,0,0,1,0,0,0,1,0,0,1555,1479,3
56,28691,1,0,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,31,2519,0,1,0,0,0,0,0,1,0,0,30,26,0
48,44213,1,1,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,68,2371,0,0,1,0,0,0,0,1,0,0,145,138,0
18,25707,1,0,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,36,2321,0,0,1,0,0,0,1,0,0,0,18,15,0
74,59062,2,1,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,53,2428,0,1,0,0,0,0,0,0,0,1,62,53,0
68,76624,0,1,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,58,2195,0,0,1,0,0,0,0,1,0,0,833,767,1
36,66000,0,0,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,73,2229,0,0,0,1,0,0,0,0,1,0,666,621,0
90,27683,1,0,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,42,2853,0,0,0,1,0,0,0,0,0,1,306,261,0
65,1730,0,0,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,49,2201,1,0,0,0,0,0,0,1,0,0,7,6,0
63,7500,1,0,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,28,2732,0,0,1,0,0,0,1,0,0,0,79,39,0
82,40521,1,1,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,52,2609,0,0,0,1,0,0,0,1,0,0,17,13,0
63,20427,1,0,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,47,2256,0,0,0,1,0,0,0,0,0,1,9,8,0
55,65106,0,1,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,45,2195,0,1,0,0,0,0,0,1,0,0,954,935,1
64,69969,0,0,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,55,2465,0,1,0,0,0,0,0,0,0,1,1492,1448,2
51,67433,0,2,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,68,2507,0,1,0,0,0,0,0,1,0,0,962,932,1
97,77766,0,1,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,53,2651,0,1,0,0,0,0,0,0,0,1,1502,1475,1
92,74716,0,1,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,48,2449,0,1,0,0,0,0,0,1,0,0,789,718,0
51,68118,0,1,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,57,2413,1,0,0,0,0,0,0,1,0,0,774,620,0
72,55158,1,1,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,50,2858,0,1,0,0,0,0,0,0,0,1,395,372,0
39,62972,0,1,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,65,2854,0,1,0,0,0,1,0,0,0,0,395,203,0
49,74190,0,1,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,45,2207,0,1,0,0,0,0,0,1,0,0,577,513,0
21,39356,1,1,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,44,2261,0,1,0,0,0,0,0,1,0,0,17,11,1
91,76653,0,0,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,51,2476,0,0,0,1,0,0,0,1,0,0,2153,2027,2
37,35860,1,1,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,47,2200,1,0,0,0,0,0,0,0,0,1,29,9,1
98,90687,0,0,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,37,2562,1,0,0,0,0,0,0,0,0,1,1728,1677,1
85,73450,0,0,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,38,2365,0,0,0,1,0,0,0,0,1,0,1767,1730,2
40,31454,1,1,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,60,2517,0,1,0,0,0,0,0,1,0,0,39,30,0
2,47139,1,1,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,68,2274,0,0,1,0,0,0,0,1,0,0,60,37,0
78,83829,0,0,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,45,2423,1,0,0,0,0,0,0,1,0,0,1835,1808,3
41,53378,1,1,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,57,2802,0,1,0,0,0,0,0,0,0,1,661,529,0
94,19656,1,0,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,50,2665,0,0,0,1,0,0,0,1,0,0,52,20,0
10,45579,0,1,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,72,2472,0,1,0,0,0,0,0,0,0,1,182,181,0
73,85485,0,0,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,62,2167,0,0,1,0,0,1,0,0,0,0,1329,1275,0
22,55956,0,0,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,76,2242,0,1,0,0,0,0,0,1,0,0,961,923,1
30,64191,0,1,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,57,2682,0,0,1,0,0,0,0,0,1,0,810,795,0
21,38808,1,0,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,48,2831,0,0,1,0,0,0,0,1,0,0,216,186,1
51,57183,1,1,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,54,2626,0,1,0,0,0,0,0,0,1,0,540,470,0
97,23748,1,0,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,52,2744,1,0,0,0,0,0,0,0,1,0,68,60,0
56,66303,0,1,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,49,2647,0,1,0,0,0,0,0,1,0,0,1226,1166,1
4,37368,1,0,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,45,2354,0,1,0,0,0,0,0,0,1,0,20,10,1
77,40800,1,2,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,56,2703,0,1,0,0,0,0,0,1,0,0,89,79,0
95,71847,0,0,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,42,2805,1,0,0,0,0,0,0,1,0,0,982,772,1
36,46149,0,1,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,45,2371,0,1,0,0,0,0,0,1,0,0,335,308,0
13,78687,0,0,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,37,2848,0,0,0,1,0,0,0,1,0,0,1889,1648,1
90,49118,0,0,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,49,2839,1,0,0,0,0,1,0,0,0,0,1110,991,2
49,37633,1,1,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,63,2806,0,1,0,0,0,0,0,0,0,1,37,36,0
18,39767,0,0,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,69,2502,0,0,0,1,0,0,0,0,1,0,438,391,0
89,26997,0,0,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,69,2760,0,1,0,0,0,0,1,0,0,0,290,146,0
43,33986,1,0,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,50,2631,1,0,0,0,0,0,0,1,0,0,39,34,0
82,57091,0,1,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,48,2742,0,1,0,0,0,0,0,0,0,1,492,488,1
84,46831,1,1,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,51,2545,0,1,0,0,0,1,0,0,0,0,44,10,0
80,83151,0,0,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,48,2663,0,1,0,0,0,0,0,0,1,0,2136,1926,3
68,52531,0,0,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,49,2705,0,1,0,0,0,0,0,1,0,0,669,544,0
12,15759,0,0,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,64,2456,0,1,0,0,0,0,0,1,0,0,14,11,0
75,22804,1,0,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,49,2492,0,0,1,0,0,0,0,1,0,0,25,24,0
10,43050,1,0,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,47,2262,0,1,0,0,0,1,0,0,0,0,68,60,0
91,42997,1,1,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,43,2363,0,0,1,0,0,0,0,0,0,1,10,5,0
21,48918,1,1,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,57,2237,0,0,1,0,0,0,0,0,0,1,61,60,0
28,60033,0,1,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,66,2251,0,0,0,1,0,0,0,0,1,0,150,102,0
97,34043,1,0,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,42,2406,0,0,0,1,0,0,0,0,0,1,39,29,0
49,57811,0,1,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,54,2529,0,0,0,1,0,0,0,1,0,0,724,646,1
14,78569,0,0,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,74,2289,0,1,0,0,0,0,0,1,0,0,1641,1546,1
5,7500,1,1,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,42,2708,0,0,1,0,0,0,0,1,0,0,32,7,0
62,94384,0,0,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,67,2641,0,0,0,1,0,0,0,1,0,0,2130,1958,3
83,23148,0,0,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,35,2290,0,1,0,0,0,1,0,0,0,0,27,17,0
48,44267,1,1,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,50,2648,1,0,0,0,0,0,0,1,0,0,261,212,0
94,71626,0,0,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,41,2764,0,1,0,0,0,0,0,1,0,0,1233,1161,1
61,60894,0,1,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,54,2525,0,0,0,1,0,0,0,1,0,0,778,724,0
70,50200,1,1,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,44,2611,0,0,0,1,0,0,0,1,0,0,337,273,0
43,81051,0,0,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,55,2196,0,1,0,0,0,0,0,0,0,1,1487,1473,2
23,65169,0,0,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,38,2325,0,1,0,0,0,0,0,1,0,0,1143,1097,4
37,59868,0,1,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,48,2501,0,0,0,1,0,0,0,1,0,0,1040,886,0
50,65695,0,1,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,60,2308,0,1,0,0,0,0,0,0,0,1,650,644,0
78,64857,0,0,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,64,2742,0,0,1,0,0,0,0,0,1,0,1497,1454,0
74,45143,0,1,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,55,2466,0,0,0,1,0,0,0,0,1,0,297,283,0
14,74805,0,1,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,65,2394,0,0,0,1,0,1,0,0,0,0,783,746,0
77,59060,1,0,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,31,2328,0,1,0,0,0,1,0,0,0,0,262,250,0
39,27238,1,1,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,58,2594,0,0,1,0,0,0,0,0,0,1,54,51,0
89,47009,0,1,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,55,2430,0,0,0,1,0,0,0,1,0,0,358,268,0
62,46094,1,1,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,47,2178,0,1,0,0,0,1,0,0,0,0,39,34,0
59,40321,1,1,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,48,2494,0,1,0,0,0,0,0,1,0,0,75,48,0
68,37235,1,0,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,36,2307,0,0,0,1,0,0,0,1,0,0,41,21,0
13,81843,0,0,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,60,2592,0,1,0,0,0,0,0,0,1,0,1505,1367,0
37,46692,0,1,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,62,2547,0,0,0,1,0,0,0,0,1,0,309,221,0
